,name,works,prompt copy,,名前,作品,
1girl,sword maiden,goblin slayer!,"(1girl,sword maiden,goblin slayer!),",,剣の乙女,ゴブリンスレイヤー！,
1girl,azuma lim,cyber v,"(1girl,azuma lim,cyber v),",,アズマリム,サイバーv,
1boy,david martinez,cyberpunk \(series\),"(1boy,david martinez,cyberpunk \(series\)),",,デビッド・マルティネス,サイバーパンク \(シリーズ\),
1girl,lucy \(cyberpunk\),cyberpunk \(series\),"(1girl,lucy \(cyberpunk\),cyberpunk \(series\)),",,ルーシー \(サイバーパンク\),サイバーパンク \(シリーズ\),
1girl,rebecca \(cyberpunk\),cyberpunk \(series\),"(1girl,rebecca \(cyberpunk\),cyberpunk \(series\)),",,レベッカ \(サイバーパンク\),サイバーパンク \(シリーズ\),
1girl,natori sana,sana channel,"(1girl,natori sana,sana channel),",,名取さな,サナチャンネル,
1girl,kuromi,sanrio,"(1girl,kuromi,sanrio),",,クロミ,サンリオ,
1girl,my melody,sanrio,"(1girl,my melody,sanrio),",,マイメロディー,サンリオ,
1girl,nishimori yusa,charlotte \(anime\),"(1girl,nishimori yusa,charlotte \(anime\)),",,西森遊佐,シャーロット \(アニメ\),
1girl,otosaka ayumi,charlotte \(anime\),"(1girl,otosaka ayumi,charlotte \(anime\)),",,乙坂あゆみ,シャーロット \(アニメ\),
1boy,otosaka yuu,charlotte \(anime\),"(1boy,otosaka yuu,charlotte \(anime\)),",,乙坂優,シャーロット \(アニメ\),
1girl,tomori nao,charlotte \(anime\),"(1girl,tomori nao,charlotte \(anime\)),",,友利奈緒,シャーロット \(アニメ\),
1girl,akiha rumiho,steins;gate,"(1girl,akiha rumiho,steins;gate),",,秋葉るみほ,シュタインズ・ゲート,
1girl,amane suzuha,steins;gate,"(1girl,amane suzuha,steins;gate),",,あまね鈴羽,シュタインズ・ゲート,
1boy,hashida itaru,steins;gate,"(1boy,hashida itaru,steins;gate),",,橋田至,シュタインズ・ゲート,
1girl,hiyajou maho,steins;gate,"(1girl,hiyajou maho,steins;gate),",,比屋定真帆,シュタインズ・ゲート,
1girl,kiryuu moeka,steins;gate,"(1girl,kiryuu moeka,steins;gate),",,桐生萌香,シュタインズ・ゲート,
1girl,makise kurisu,steins;gate,"(1girl,makise kurisu,steins;gate),",,牧瀬紅莉栖,シュタインズ・ゲート,
1boy,okabe rintarou,steins;gate,"(1boy,okabe rintarou,steins;gate),",,岡部倫太郎,シュタインズ・ゲート,
1girl,shiina mayuri,steins;gate,"(1girl,shiina mayuri,steins;gate),",,椎名まゆり,シュタインズ・ゲート,
1boy,urushibara ruka,steins;gate,"(1boy,urushibara ruka,steins;gate),",,漆原るか,シュタインズ・ゲート,
1boy,aerosmith \(stand\),jojo no kimyou na bouken,"(1boy,aerosmith \(stand\),jojo no kimyou na bouken),",,エアロスミス \(スタンド\),ジョジョの奇妙な冒険,
1boy,bruno bucciarati,jojo no kimyou na bouken,"(1boy,bruno bucciarati,jojo no kimyou na bouken),",,ブルーノ・ブチャラティ,ジョジョの奇妙な冒険,
1boy,caesar anthonio zeppeli,jojo no kimyou na bouken,"(1boy,caesar anthonio zeppeli,jojo no kimyou na bouken),",,シーザー・アントニオ・ツェペリ,ジョジョの奇妙な冒険,
1boy,cioccolata,jojo no kimyou na bouken,"(1boy,cioccolata,jojo no kimyou na bouken),",,チョッコラータ,ジョジョの奇妙な冒険,
1boy,coco jumbo,jojo no kimyou na bouken,"(1boy,coco jumbo,jojo no kimyou na bouken),",,ココジャンボ,ジョジョの奇妙な冒険,
1boy,crazy diamond,jojo no kimyou na bouken,"(1boy,crazy diamond,jojo no kimyou na bouken),",,クレイジーダイヤモンド,ジョジョの奇妙な冒険,
1boy,daniel j. d'arby,jojo no kimyou na bouken,"(1boy,daniel j. d'arby,jojo no kimyou na bouken),",,ダニエル・J.ダービー,ジョジョの奇妙な冒険,
1boy,danny \(jojo\),jojo no kimyou na bouken,"(1boy,danny \(jojo\),jojo no kimyou na bouken),",,ダニー \(ジョジョ\),ジョジョの奇妙な冒険,
1boy,diavolo,jojo no kimyou na bouken,"(1boy,diavolo,jojo no kimyou na bouken),",,ディアボロ,ジョジョの奇妙な冒険,
1boy,diego brando,jojo no kimyou na bouken,"(1boy,diego brando,jojo no kimyou na bouken),",,ディエゴ・ブランド,ジョジョの奇妙な冒険,
1boy,dio brando,jojo no kimyou na bouken,"(1boy,dio brando,jojo no kimyou na bouken),",,ディオ・ブランドー,ジョジョの奇妙な冒険,
1boy,dirty deeds done dirt cheap,jojo no kimyou na bouken,"(1boy,dirty deeds done dirt cheap,jojo no kimyou na bouken),",,いとも簡単に行われるえげつない行為,ジョジョの奇妙な冒険,
1boy,echoes \(stand\),jojo no kimyou na bouken,"(1boy,echoes \(stand\),jojo no kimyou na bouken),",,\(スタンド\) の声が響く,ジョジョの奇妙な冒険,
1boy,emporio alnino,jojo no kimyou na bouken,"(1boy,emporio alnino,jojo no kimyou na bouken),",,エンポリオ・アルニーノ,ジョジョの奇妙な冒険,
1boy,enrico pucci,jojo no kimyou na bouken,"(1boy,enrico pucci,jojo no kimyou na bouken),",,エンリコ・プッチ,ジョジョの奇妙な冒険,
1girl,erina pendleton,jojo no kimyou na bouken,"(1girl,erina pendleton,jojo no kimyou na bouken),",,エリーナ・ペンドルトン,ジョジョの奇妙な冒険,
1girl,ermes costello,jojo no kimyou na bouken,"(1girl,ermes costello,jojo no kimyou na bouken),",,エルメス・コステロ,ジョジョの奇妙な冒険,
1boy,esidisi,jojo no kimyou na bouken,"(1boy,esidisi,jojo no kimyou na bouken),",,エシディシ,ジョジョの奇妙な冒険,
1girl,foo fighters \(jojo\),jojo no kimyou na bouken,"(1girl,foo fighters \(jojo\),jojo no kimyou na bouken),",,フー・ファイターズ \(ジョジョ\),ジョジョの奇妙な冒険,
1boy,formaggio,jojo no kimyou na bouken,"(1boy,formaggio,jojo no kimyou na bouken),",,フォルマジオ,ジョジョの奇妙な冒険,
1boy,frankenstein's monster,jojo no kimyou na bouken,"(1boy,frankenstein's monster,jojo no kimyou na bouken),",,フランケンシュタインの怪物,ジョジョの奇妙な冒険,
1boy,fungami yuya,jojo no kimyou na bouken,"(1boy,fungami yuya,jojo no kimyou na bouken),",,噴上裕也,ジョジョの奇妙な冒険,
1boy,funny valentine,jojo no kimyou na bouken,"(1boy,funny valentine,jojo no kimyou na bouken),",,面白いバレンタイン,ジョジョの奇妙な冒険,
1boy,ghiaccio,jojo no kimyou na bouken,"(1boy,ghiaccio,jojo no kimyou na bouken),",,ギアッチョ,ジョジョの奇妙な冒険,
1boy,giorno giovanna,jojo no kimyou na bouken,"(1boy,giorno giovanna,jojo no kimyou na bouken),",,ジョルノ・ジョバァーナ,ジョジョの奇妙な冒険,
1boy,gold experience,jojo no kimyou na bouken,"(1boy,gold experience,jojo no kimyou na bouken),",,ゴールドエクスペリエンス,ジョジョの奇妙な冒険,
1boy,guido mista,jojo no kimyou na bouken,"(1boy,guido mista,jojo no kimyou na bouken),",,グイド・ミスタ,ジョジョの奇妙な冒険,
1boy,gyro zeppeli,jojo no kimyou na bouken,"(1boy,gyro zeppeli,jojo no kimyou na bouken),",,ジャイロ・ツェペリ,ジョジョの奇妙な冒険,
1boy,haruno shiobana,jojo no kimyou na bouken,"(1boy,haruno shiobana,jojo no kimyou na bouken),",,塩花春乃,ジョジョの奇妙な冒険,
1boy,hazekura mikitaka,jojo no kimyou na bouken,"(1boy,hazekura mikitaka,jojo no kimyou na bouken),",,はぜくらみきたか,ジョジョの奇妙な冒険,
1boy,heaven's door,jojo no kimyou na bouken,"(1boy,heaven's door,jojo no kimyou na bouken),",,天国の扉,ジョジョの奇妙な冒険,
1boy,hermit purple,jojo no kimyou na bouken,"(1boy,hermit purple,jojo no kimyou na bouken),",,仙人紫,ジョジョの奇妙な冒険,
1boy,hierophant green,jojo no kimyou na bouken,"(1boy,hierophant green,jojo no kimyou na bouken),",,ハイエロファントグリーン,ジョジョの奇妙な冒険,
1girl,higashikata daiya,jojo no kimyou na bouken,"(1girl,higashikata daiya,jojo no kimyou na bouken),",,東方大也,ジョジョの奇妙な冒険,
1boy,higashikata josuke,jojo no kimyou na bouken,"(1boy,higashikata josuke,jojo no kimyou na bouken),",,東方仗助,ジョジョの奇妙な冒険,
1boy,higashikata josuke \(jojolion\),jojo no kimyou na bouken,"(1boy,higashikata josuke \(jojolion\),jojo no kimyou na bouken),",,東方仗助 \(ジョジョリオン\),ジョジョの奇妙な冒険,
1boy,hirose koichi,jojo no kimyou na bouken,"(1boy,hirose koichi,jojo no kimyou na bouken),",,広瀬康一,ジョジョの奇妙な冒険,
1girl,hirose yasuho,jojo no kimyou na bouken,"(1girl,hirose yasuho,jojo no kimyou na bouken),",,広瀬康穂,ジョジョの奇妙な冒険,
1boy,hol horse,jojo no kimyou na bouken,"(1boy,hol horse,jojo no kimyou na bouken),",,ホル馬,ジョジョの奇妙な冒険,
1girl,hot pants \(sbr\),jojo no kimyou na bouken,"(1girl,hot pants \(sbr\),jojo no kimyou na bouken),",,ホットパンツ \(sbr\),ジョジョの奇妙な冒険,
1boy,iggy \(jojo\),jojo no kimyou na bouken,"(1boy,iggy \(jojo\),jojo no kimyou na bouken),",,イギー \(ジョジョ\),ジョジョの奇妙な冒険,
1boy,illuso,jojo no kimyou na bouken,"(1boy,illuso,jojo no kimyou na bouken),",,幻想,ジョジョの奇妙な冒険,
1boy,jean pierre polnareff,jojo no kimyou na bouken,"(1boy,jean pierre polnareff,jojo no kimyou na bouken),",,ジャン・ピエール・ポルナレフ,ジョジョの奇妙な冒険,
1boy,johnny joestar,jojo no kimyou na bouken,"(1boy,johnny joestar,jojo no kimyou na bouken),",,ジョニー・ジョースター,ジョジョの奇妙な冒険,
1boy,jonathan joestar,jojo no kimyou na bouken,"(1boy,jonathan joestar,jojo no kimyou na bouken),",,ジョナサン・ジョースター,ジョジョの奇妙な冒険,
1boy,joseph joestar,jojo no kimyou na bouken,"(1boy,joseph joestar,jojo no kimyou na bouken),",,ジョセフ・ジョースター,ジョジョの奇妙な冒険,
1boy,joseph joestar \(old\),jojo no kimyou na bouken,"(1boy,joseph joestar \(old\),jojo no kimyou na bouken),",,ジョセフ・ジョースター \(古い\),ジョジョの奇妙な冒険,
1boy,joseph joestar \(tequila\),jojo no kimyou na bouken,"(1boy,joseph joestar \(tequila\),jojo no kimyou na bouken),",,ジョセフ・ジョースター \(テキーラ\),ジョジョの奇妙な冒険,
1boy,joseph joestar \(young\),jojo no kimyou na bouken,"(1boy,joseph joestar \(young\),jojo no kimyou na bouken),",,ジョセフ・ジョースター \(若い\),ジョジョの奇妙な冒険,
1boy,kakyoin noriaki,jojo no kimyou na bouken,"(1boy,kakyoin noriaki,jojo no kimyou na bouken),",,花京院典明,ジョジョの奇妙な冒険,
1boy,kars \(jojo\),jojo no kimyou na bouken,"(1boy,kars \(jojo\),jojo no kimyou na bouken),",,カーズ \(ジョジョ\),ジョジョの奇妙な冒険,
1boy,kawajiri hayato,jojo no kimyou na bouken,"(1boy,kawajiri hayato,jojo no kimyou na bouken),",,川尻勇人,ジョジョの奇妙な冒険,
1boy,kawajiri kosaku,jojo no kimyou na bouken,"(1boy,kawajiri kosaku,jojo no kimyou na bouken),",,川尻耕作,ジョジョの奇妙な冒険,
1girl,kawajiri shinobu,jojo no kimyou na bouken,"(1girl,kawajiri shinobu,jojo no kimyou na bouken),",,川尻忍,ジョジョの奇妙な冒険,
1boy,killer queen,jojo no kimyou na bouken,"(1boy,killer queen,jojo no kimyou na bouken),",,キラークイーン,ジョジョの奇妙な冒険,
1boy,king crimson \(stand\),jojo no kimyou na bouken,"(1boy,king crimson \(stand\),jojo no kimyou na bouken),",,キング・クリムゾン \(スタンド\),ジョジョの奇妙な冒険,
1boy,kira yoshikage,jojo no kimyou na bouken,"(1boy,kira yoshikage,jojo no kimyou na bouken),",,吉良吉影,ジョジョの奇妙な冒険,
1boy,kira yoshikage \(jojolion\),jojo no kimyou na bouken,"(1boy,kira yoshikage \(jojolion\),jojo no kimyou na bouken),",,吉良吉影 \(ジョジョリオン\),ジョジョの奇妙な冒険,
1boy,kishibe rohan,jojo no kimyou na bouken,"(1boy,kishibe rohan,jojo no kimyou na bouken),",,岸辺露伴,ジョジョの奇妙な冒険,
1girl,kujo holy,jojo no kimyou na bouken,"(1girl,kujo holy,jojo no kimyou na bouken),",,九条聖,ジョジョの奇妙な冒険,
1girl,kujo jolyne,jojo no kimyou na bouken,"(1girl,kujo jolyne,jojo no kimyou na bouken),",,空条徐倫,ジョジョの奇妙な冒険,
1boy,kujo jotaro,jojo no kimyou na bouken,"(1boy,kujo jotaro,jojo no kimyou na bouken),",,空条承太郎,ジョジョの奇妙な冒険,
1boy,leone abbacchio,jojo no kimyou na bouken,"(1boy,leone abbacchio,jojo no kimyou na bouken),",,レオーネ・アバッキオ,ジョジョの奇妙な冒険,
1girl,lisa lisa,jojo no kimyou na bouken,"(1girl,lisa lisa,jojo no kimyou na bouken),",,リサリサ,ジョジョの奇妙な冒険,
1girl,lucy steel,jojo no kimyou na bouken,"(1girl,lucy steel,jojo no kimyou na bouken),",,ルーシー・スティール,ジョジョの奇妙な冒険,
1boy,magician's red,jojo no kimyou na bouken,"(1boy,magician's red,jojo no kimyou na bouken),",,魔術師の赤,ジョジョの奇妙な冒険,
1girl,mariah \(jojo\),jojo no kimyou na bouken,"(1girl,mariah \(jojo\),jojo no kimyou na bouken),",,マライア \(ジョジョ\),ジョジョの奇妙な冒険,
1boy,melone,jojo no kimyou na bouken,"(1boy,melone,jojo no kimyou na bouken),",,メロン,ジョジョの奇妙な冒険,
1boy,mohammed avdol,jojo no kimyou na bouken,"(1boy,mohammed avdol,jojo no kimyou na bouken),",,モハメド・アヴドゥル,ジョジョの奇妙な冒険,
1boy,n'doul,jojo no kimyou na bouken,"(1boy,n'doul,jojo no kimyou na bouken),",,アンドール,ジョジョの奇妙な冒険,
1boy,narancia ghirga,jojo no kimyou na bouken,"(1boy,narancia ghirga,jojo no kimyou na bouken),",,ナランチャ・ギルガ,ジョジョの奇妙な冒険,
1boy,narciso anasui,jojo no kimyou na bouken,"(1boy,narciso anasui,jojo no kimyou na bouken),",,ナルシソ・アナスイ,ジョジョの奇妙な冒険,
1boy,nijimura keicho,jojo no kimyou na bouken,"(1boy,nijimura keicho,jojo no kimyou na bouken),",,虹村けいちょ,ジョジョの奇妙な冒険,
1boy,nijimura okuyasu,jojo no kimyou na bouken,"(1boy,nijimura okuyasu,jojo no kimyou na bouken),",,虹村億泰,ジョジョの奇妙な冒険,
1boy,pannacotta fugo,jojo no kimyou na bouken,"(1boy,pannacotta fugo,jojo no kimyou na bouken),",,パンナコッタ・フーゴ,ジョジョの奇妙な冒険,
1boy,pesci,jojo no kimyou na bouken,"(1boy,pesci,jojo no kimyou na bouken),",,ペッシ,ジョジョの奇妙な冒険,
1boy,pet shop,jojo no kimyou na bouken,"(1boy,pet shop,jojo no kimyou na bouken),",,ペットショップ,ジョジョの奇妙な冒険,
1boy,prosciutto,jojo no kimyou na bouken,"(1boy,prosciutto,jojo no kimyou na bouken),",,プロシュート,ジョジョの奇妙な冒険,
1boy,purple haze \(stand\),jojo no kimyou na bouken,"(1boy,purple haze \(stand\),jojo no kimyou na bouken),",,紫もや \(立っている\),ジョジョの奇妙な冒険,
